K00001	E1.1.1.1, adh	alcohol dehydrogenase [EC:
K18541	mdlY	mandelamide amidase [EC:
K18542	LCE	choriolysin L [EC:
K18543	HCE	choriolysin H [EC:
K18544	sprA	streptogrisin A [EC:
K18545	sprB	streptogrisin B [EC:
K18546	sprC	streptogrisin C [EC:3.4.21.-]
K18547	sprD	streptogrisin D [EC:3.4.21.-]
K18548	sprE	glutamyl endopeptidase II [EC:
K18549	ALP1	oryzin [EC:
K18550	ISN1	IMP and pyridine-specific 5'-nucleotidase [EC:
K18551	SDT1	pyrimidine and pyridine-specific 5'-nucleotidase [EC:3.1.3.-]
K18552	cmlA, cmlB, floR	MFS transporter, DHA1 family, florfenicol/chloramphenicol resistance protein
K18553	cmlR, cmx	MFS transporter, DHA1 family, chloramphenicol resistance protein
K18554	cpt	chloramphenicol 3-O phosphotransferase [EC:2.7.1.-]
K18555	qnr, mcbG	fluoroquinolone resistance protein
K18556	frdA	NADH-dependent fumarate reductase subunit A [EC:
K18557	frdB	NADH-dependent fumarate reductase subunit B [EC:
K18558	frdC	NADH-dependent fumarate reductase subunit C
K18559	frdD	NADH-dependent fumarate reductase subunit D
K18560	frdE	NADH-dependent fumarate reductase subunit E
K18561	FRD	FAD-dependent fumarate reductase [EC:1.3.8.-]
K18562	thnQ, cmmQ	2-oxoglutarate-dependent dioxygenase [EC:1.14.20.-]
K18563	thnL	methyltransferase [EC:2.1.1.-]
K18564	thnP	methyltransferase [EC:2.1.1.-]
K18565	thnG, cmmG	2-oxoglutarate-dependent dioxygenase [EC:1.14.20.-]
K18566	thnF, cmmF	N-acetyltransferase [EC:2.3.1.-]
K18567	pbuE	MFS transporter, DHA1 family, purine base/nucleoside efflux pump
K18568	thnR	CoA pyrophosphatase [EC:3.6.1.-]
K18569	thnH	hydrolase [EC:3.1.3.-]
K18570	cmm17	putative hydratase
K18571	cmmSu	putative sulfotransferase [EC:2.8.2.-]
K18572	cmmT, thnT	putative pantetheine hydrolase [EC:3.5.1.-]
K18573	ICP55	intermediate cleaving peptidase 55 [EC:
K18574	ptpA	Xaa-Xaa-Pro tripeptidyl-peptidase [EC:
K18575	TMEM86B	alkenylglycerophosphocholine hydrolase [EC:
K18576	XEG	xyloglucan-specific endo-beta-1,4-glucanase [EC:
K18577	EBM	mannosylglycoprotein endo-beta-mannosidase [EC:
K18578	CEL74A	xyloglucan-specific exo-beta-1,4-glucanase [EC:
K18579	6GAL	galactan endo-1,6-beta-galactosidase [EC:
K18580	RHGA	rhamnogalacturonan hydrolase [EC:
K18581	ugl	unsaturated chondroitin disaccharide hydrolase [EC:
K18582	thnM	carbapenam-3-carboxylate synthase [EC:
K18583	thnE	carboxymethylproline synthase [EC:
K18584	ACTR3 	actin-related protein 3
K18585	IF	intermediate filament protein if
K18586	COQ4	ubiquinone biosynthesis protein COQ4
K18587	COQ9	ubiquinone biosynthesis protein COQ9
K18588	COQ10B 	coenzyme Q-binding protein COQ10
K18589	dfrA1, dhfr	dihydrofolate reductase (trimethoprim resistance protein) [EC:
K18590	dfrA12, dhfr	dihydrofolate reductase (trimethoprim resistance protein) [EC:
K18591	dfrD, dhfr	dihydrofolate reductase (trimethoprim resistance protein) [EC:
K18592	GGT1 	gamma-glutamyltranspeptidase / glutathione hydrolase / leukotriene-C4 hydrolase [EC:
K18593	K18593	4-hydroxybutyryl-CoA synthetase (ADP-forming) [EC:6.2.1.-]
K18594	K18594	3-hydroxypropionyl-CoA synthetase (ADP-forming) [EC:6.2.1.-]
K18595	EML1 	echinoderm microtubule-associated protein-like 1/2
K18596	EML3	echinoderm microtubule-associated protein-like 3
K18597	EML5	echinoderm microtubule-associated protein-like 5
K18598	EML6	echinoderm microtubule-associated protein-like 6
K18599	JNM1	nuclear migration protein JNM1
K18600	LDB18	potein LDB18
K18601	K18601	aldehyde dehydrogenase [EC:1.2.1.-]
K18602	K18602	malonic semialdehyde reductase [EC:1.1.1.-]
K18603	K18603	acetyl-CoA/propionyl-CoA carboxylase [EC:
K18604	K18604	acetyl-CoA/propionyl-CoA carboxylase [EC:
K18605	K18605	biotin carboxyl carrier protein
K18606	HPPR	hydroxyphenylpyruvate reductase [EC:
K18607	pno	pyridoxine 4-oxidase [EC:
K18608	ppaT	pyridoxamine---pyruvate transaminase [EC:
K18609	pldh	pyridoxal 4-dehydrogenase [EC:
K18610	pdla	4-pyridoxolactonase [EC:
K18611	K18611	4-pyridoxate dehydrogenase [EC:1.1.1.-]
K18612	K18612	5-formyl-3-hydroxy-2-methylpyridine 4-carboxylate dehydrogenase [EC:1.2.1.-]
K18613	K18613	3-hydroxy-2-methylpyridine-4,5-dicarboxylate 4-decarboxylase [EC:
K18614	K18614	2-(acetamidomethylene)succinate hydrolase [EC:
K18615	RCSD1	CapZ-interacting protein
K18616	AFAP1	actin filament associated protein 1
K18617	AIF1 	allograft inflammatory factor 1
K18618	GAS7	growth arrest-specific protein 7
K18619	CORO7-PAM16 	coronin-7
K18620	CTXA_B	cortexillin 1/2
K18621	ANLN	actin-binding protein anillin
K18622	ADD1 	adducin
K18623	COBL	protein cordon-bleu
K18624	MAEA	macrophage erythroblast attacher
K18625	SHROOM1 	protein Shroom
K18626	TCHH	trichohyalin
K18627	KIF25	kinesin family member 25
K18628	TEKT1	tektin-1
K18629	TEKT2	tektin-2
K18630	TEKT3	tektin-3
K18631	TEKT4	tektin-4
K18632	TEKT5	tektin-5
K18633	MZT1	mitotic-spindle organizing protein 1
K18634	C9orf24	spermatid-specific manchette-related protein 1
K18635	SPR1	protein SPIRAL1 and related proteins
K18636	TAN1	microtubule-binding protein TANGLED1
K18637	AXL2	axial budding pattern protein 2
K18638	BNI4	protein BNI4
K18639	KCC4	serine/threonine-protein kinase KCC4 [EC:
K18640	parM	plasmid segregation protein ParM
K18641	K18641	crenactin
K18642	creS	crescentin
K18643	KATNB1	katanin p80 WD40 repeat-containing subunit B1
K18644	EIF4EBP2	eukaryotic translation initiation factor 4E binding protein 2
K18645	EIF4EBP3	eukaryotic translation initiation factor 4E binding protein 3
K18646	ANP32D 	acidic leucine-rich nuclear phosphoprotein 32 family member A/C/D
K18647	ANP32B	acidic leucine-rich nuclear phosphoprotein 32 family member B
K18648	ANP32E	acidic leucine-rich nuclear phosphoprotein 32 family member E
K18649	IMPL2	inositol-phosphate phosphatase / L-galactose 1-phosphate phosphatase / histidinol-phosphatase [EC:
K18650	pehX	exo-poly-alpha-galacturonosidase [EC:
K18651	XGCA	oligoxyloglucan reducing-end-specific cellobiohydrolase [EC:
K18652	ntdC	glucose-6-phosphate 3-dehydrogenase [EC:
K18653	ntdA	3-dehydro-glucose-6-phosphate---glutamate transaminase [EC:
K18654	ntdB	kanosamine-6-phosphate phosphatase [EC:
K18655	DDX19B 	ATP-dependent RNA helicase DDX19/DBP5 [EC:
K18656	DDX25	ATP-dependent RNA helicase DDX25 [EC:
K18657	zapC	cell division protein ZapC
K18658	ASH1	transcriptional regulatory protein ASH1
K18659	BCD	homeotic protein bicoid
K18660	ACSF3	malonyl-CoA/methylmalonyl-CoA synthetase [EC:6.2.1.-]
K18661	matB	malonyl-CoA/methylmalonyl-CoA synthetase [EC:6.2.1.-]
K18662	matB	malonyl-CoA/methylmalonyl-CoA synthetase [EC:6.2.1.-]
K18663	ASCC3	activating signal cointegrator complex subunit 3 [EC:
K18664	SLH1	antiviral helicase SLH1 [EC:
K18665	NUDT8	nudix motif 8 [EC:3.6.1.-]
K18666	ASCC1	activating signal cointegrator complex subunit 1
K18667	ASCC2	activating signal cointegrator complex subunit 2
K18668	ZC3H12D 	ribonuclease ZC3H12 [EC:3.1.-.-]
K18669	DYRK3 	dual specificity tyrosine-phosphorylation-regulated kinase 2/3/4 [EC:
K18670	YAK1	dual specificity protein kinase YAK1 [EC:
K18671	HDAC10	histone deacetylase 10 [EC:
K18672	dacA	diadenylate cyclase [EC:
K18673	bglK	beta-glucoside kinase [EC:
K18674	GALK2	N-acetylgalactosamine kinase [EC:
K18675	chbP	N,N'-diacetylchitobiose phosphorylase [EC:
K18676	gspK	glucosamine kinase [EC:
K18677	GALAK	galacturonokinase [EC:
K18678	VTE5	phytol kinase [EC:
K18679	CDR2	mitosis inducer protein kinase Cdr2 [EC:
K18680	CDR1	mitosis inducer protein kinase Cdr1 [EC:
K18681	DIS3L	DIS3-like exonuclease 1 [EC:3.1.13.-]
K18682	rny	ribonucrease Y [EC:3.1.-.-]
K18683	rus	rusticyanin
K18684	ALOXE3	hydroperoxy icosatetraenoate dehydratase/isomerase [EC:
K18685	ACOS	ophiobolin F synthase [EC:
K18686	cotB2	cyclooctat-9-en-7-ol synthase [EC:
K18687	fadD3	HIP---CoA ligase [EC:
K18688	fadD19	3-oxocholest-4-en-26-oate---CoA ligase [EC:
K18689	K18689	mevalonate-3-kinase [EC:
K18690	K18690	mevalonate-3-phosphate-5-kinase [EC:
K18691	mltF	membrane-bound lytic murein transglycosylase F [EC:4.2.2.-]
K18692	cshB	ATP-dependent RNA helicase CshB [EC:
K18693	DPP1	diacylglycerol diphosphate phosphatase / phosphatidate phosphatase [EC:
K18694	PGC1	phosphatidylglycerol phospholipase C [EC:3.1.4.-]
K18695	GPCPD1	glycerophosphocholine phosphodiesterase GPCPD1 [EC:
K18696	GDE1	glycerophosphodiester phosphodiesterase [EC:
K18697	pgpC	phosphatidylglycerophosphatase C [EC:
K18698	blaTEM	beta-lactamase class A TEM [EC:
K18699	blaSHV	beta-lactamase class A SHV [EC:
K18700	flK	fluoroacetyl-CoA thioesterase [EC:
K18701	arsC	arsenate-mycothiol transferase [EC:
K18702	uctC	CoA:oxalate CoA-transferase [EC:
K18703	SUGCT	succinate---hydroxymethylglutarate CoA-transferase [EC:
K18704	tarL	CDP-ribitol ribitolphosphotransferase [EC:
K18705	B3GNT9	beta-1,3-N-acetylglucosaminyltransferase 9 [EC:2.4.1.-]
K18706	XPT1	3-O-alpha-D-mannopyranosyl-alpha-D-mannopyranose xylosylphosphotransferase [EC:
K18707	mtaB	threonylcarbamoyladenosine tRNA methylthiotransferase MtaB [EC:
K18708	FAM103A1	RNMT-activating mini protein
K18709	TUT1	speckle targeted PIP5K1A-regulated poly(A) polymerase [EC:
K18710	SLBP	histone RNA hairpin-binding protein
K18711	DHX40	ATP-dependent RNA helicase DHX40 [EC:
K18712	HPR1	THO complex subunit HPR1
K18713	THP2	THO complex subunit THP2
K18714	MFT1	THO complex subunit MFT1
K18715	NUP159	nucleoporin NUP159
K18716	NUP42, RIP1	nucleoporin NUP42
K18717	ASM4, NUP59	nucleoporin ASM4
K18718	NUP60	nucleoporin NUP60
K18719	NUP82	nucleoporin NUP82
K18720	NUP145	nucleoporin NUP145
K18721	NUP1	nucleoporin NUP1
K18722	NUP2	nucleoporin NUP2
K18723	GLE1	nucleoporin GLE1
K18724	POM34	nucleoporin POM34
K18725	POM152	nucleoporin POM152
K18726	FAF2	FAS-associated factor 2
K18727	TNPO2	transportin-2
K18728	EIF4ENIF1	eukaryotic translation initiation factor 4E transporter
K18729	ANGEL1 	protein angel
K18730	GIGYF2 	PERQ amino acid-rich with GYF domain-containing protein
K18731	GFD1	mRNA transport factor GFD1
K18732	SARNP	SAP domain-containing ribonucleoprotein
K18733	LARP6	la-related protein 6
K18734	SMG8	protein SMG8
K18735	SMG9	protein SMG9
K18736	SHE2	SWI5-dependent HO expression protein 2
K18737	SHE3	SWI5-dependent HO expression protein 3
K18738	HEK	heterogeneous nuclear rnp K-like protein
K18739	BICD2 	protein bicaudal D
K18740	EXD1	exonuclease 3'-5' domain-containing protein 1
K18741	NANOS1	protein nanos 1
K18742	OSK	maternal effect protein oskar
K18743	CAPRIN1	caprin-1
K18744	CAPRIN2	caprin-2
K18745	EXU	maternal protein exuperantia
K18746	CUP	protein cup
K18747	SXL	protein sex-lethal
K18748	SSD1	protein SSD1
K18749	LSM14B 	protein LSM14
K18750	APOBEC3A_B 	C->U-editing enzyme APOBEC3 [EC:3.5.4.-]
K18751	PNRC2	proline-rich nuclear receptor coactivator 2
K18752	TNPO1	transportin-1
K18753	ZFP36L1 	butyrate response factor 1
K18754	LIN28B 	protein lin-28
K18755	IPO8	importin-8
K18756	BICC1	protein bicaudal C
K18757	LARP1 	la-related protein 1
K18758	DIS3L2	DIS3-like exonuclease 2 [EC:3.1.13.-]
K18759	EDC1_2	enhancer of mRNA-decapping protein 1/2
K18760	NANOS2	protein nanos 2
K18761	NANOS3	protein nanos 3
K18762	ZAR1 	zygote arrest protein 1
K18763	LARP4 	la-related protein 4
K18764	NOCT	nocturnin [EC:
K18765	csrD	RNase E specificity factor CsrD
K18766	blaZ	beta-lactamase class A BlaZ [EC:
K18767	blaCTX-M	beta-lactamase class A CTX-M [EC:
K18768	blaKPC	beta-lactamase class A KPC [EC:
K18769	TMPRSS11G	transmembrane protease serine 11G [EC:3.4.21.-]
K18770	pbpD	penicillin-binding protein 4 [EC:
K18772	APOBEC2	C->U-editing enzyme APOBEC2 [EC:3.5.4.-]
K18773	APOBEC4	C->U-editing enzyme APOBEC4 [EC:3.5.4.-]
K18774	PNRC1	proline-rich nuclear receptor coactivator 1
K18775	lf2	levanbiose-producing levanase [EC:
K18776	MTR2, MT48	cap2 methyltransferase [EC:
K18777	MTR3, MT57	cap3/cap4 methyltransferase [EC:2.1.1.-]
K18778	zapD	cell division protein ZapD
K18779	tgtA	7-cyano-7-deazaguanine tRNA-ribosyltransferase [EC:
K18780	blaNDM	metallo-beta-lactamase class B NDM [EC:
K18781	blaVIM	metallo-beta-lactamase class B VIM [EC:
K18782	blaIMP	metallo-beta-lactamase class B IMP [EC:
K18783	E2.4.1.279	nigerose phosphorylase [EC:
K18784	E2.4.1.282	3-O-alpha-D-glucosyl-L-rhamnose phosphorylase [EC:
K18785	mp2	beta-1,4-mannooligosaccharide/beta-1,4-mannosyl-N-acetylglucosamine phosphorylase [EC:
K18786	E2.4.1.321	cellobionic acid phosphorylase [EC:
K18787	ACL5	thermospermine synthase [EC:
K18788	wbbD	UDP-Gal:alpha-D-GlcNAc-diphosphoundecaprenol beta-1,3-galactosyltransferase [EC:
K18789	XGD1	xylogalacturonan beta-1,3-xylosyltransferase [EC:
K18790	blaOXA-1	beta-lactamase class D OXA-1 [EC:
K18791	blaOXA-2	beta-lactamase class D OXA-2 [EC:
K18792	blaOXA-10	beta-lactamase class D OXA-10 [EC:
K18793	blaOXA-23	beta-lactamase class D OXA-23 [EC:
K18794	blaOXA-51	beta-lactamase class D OXA-51 [EC:
K18795	blaCARB-1	beta-lactamase class A CARB-1 [EC:
K18796	blaLAP	beta-lactamase class A LAP [EC:
K18797	blaPER	beta-lactamase class A PER [EC:
K18798	AFG1L	peroxisome-assembly ATPase [EC:
K18799	wzxB, rfbX	O-antigen flippase
K18800	ubiI	2-octaprenylphenol hydroxylase [EC:1.14.13.-]
K18801	GXM	glucuronoxylan 4-O-methyltransferase [EC:
K18802	DUG3	glutamine amidotransferase
K18803	HPM1	protein-histidine N-methyltransferase [EC:
K18804	CTM1	[cytochrome c]-lysine N-methyltransferase [EC:
K18805	K18805	chorismate lyase [EC:
K18806	KIF7	kinesin family member 7
K18807	TLR12	toll-like receptor 12
K18808	TLR13	toll-like receptor 13
K18809	TL	protein toll
K18810	CYCD1_2_4	cyclin D1/2/4, plant
K18811	CYCD5	cyclin D5, plant
K18812	CYCD6	cyclin D6, plant
K18813	CYCD7	cyclin D7, plant
K18814	ictB	putative inorganic carbon (hco3(-)) transporter
K18815	aac6-I	aminoglycoside 6'-N-acetyltransferase I [EC:
K18816	aac6-I, aacA7	aminoglycoside 6'-N-acetyltransferase I [EC:
K18817	hph	hygromycin-B 4-O-kinase [EC:
K18818	mgs	mannosylglycerate synthase [EC:
K18819	GOLS	inositol 3-alpha-galactosyltransferase [EC:
K18820	agd31B	oligosaccharide 4-alpha-D-glucosyltransferase [EC:
K18821	lipL	lipoyl amidotransferase [EC:
K18822	UGT73P2	soyasapogenol B glucuronide galactosyltransferase [EC:
K18823	UGT91H4	soyasaponin III rhamnosyltransferase [EC:
K18824	sul2	dihydropteroate synthase type 2 [EC:
K18825	sul3	dihydropteroate synthase type 3 [EC:
K18826	CAMKMT	calmodulin-lysine N-methyltransferase [EC:
K18827	wbdD, wbbD	O-antigen chain-terminating methyltransferase [EC:2.1.1.- 
K18828	mvpA, vapC	tRNA(fMet)-specific endonuclease VapC [EC:3.1.-.-]
K18829	mvpT, vapB	antitoxin VapB
K18830	pezA	HTH-type transcriptional regulator / antitoxin PezA
K18831	higA	HTH-type transcriptional regulator / antitoxin HigA
K18832	PENK	proenkephalin A
K18833	cmr	MFS transporter, DHA3 family, multidrug efflux protein
K18834	WRKY1	WRKY transcription factor 1
K18835	WRKY2	WRKY transcription factor 2
K18836	vcaE	reductase VcaE
K18837	cbtA	cytoskeleton-binding toxin CbtA and related proteins
K18838	cbeA	cytoskeleton bundling-enhancing protein CbeA and related proteins
K18839	ghoT	toxin GhoT
K18840	ghoS	antitoxin GhoS
K18841	chpB, chpBK	mRNA interferase ChpB [EC:3.1.-.-]
K18842	chpS, chpBI	antitoxin ChpS
K18843	hicB	antitoxin HicB
K18844	aph, spcN	spectinomycin phosphotransferase
K18845	rmt, armA	16S rRNA (guanine(1405)-N(7))-methyltransferase [EC:
K18846	npmA	16S rRNA (adenine(1408)-N(1))-methyltransferase [EC:
K18847	E2.2.1.8	fluorothreonine transaldolase [EC:
K18848	IAMT1	indole-3-acetate O-methyltransferase [EC:
K18849	BMT2	25S rRNA (adenine2142-N1)-methyltransferase [EC:
K18850	ycfD	50S ribosomal protein L16 3-hydroxylase [EC:
K18851	fbp	diacylglycerol O-acyltransferase / trehalose O-mycolyltransferase [EC:
K18852	HPA3	D-amino-acid N-acetyltransferase [EC:
K18853	dmrX	dihydromethanopterin reductase (acceptor) [EC:
K18854	LYC1	lysine N-acetyltransferase [EC:
K18855	E1.1.1.374	UDP-N-acetylglucosamine 3-dehydrogenase [EC:
K18856	vanC, vanE, vanG	D-alanine---D-serine ligase [EC:
K18857	ADH1	alcohol dehydrogenase class-P [EC:
K18858	CHAT	(Z)-3-hexen-1-ol acetyltransferase [EC:
K18859	sdhD, frdD	succinate dehydrogenase / fumarate reductase, subunit D
K18860	sdhD, frdD	putative succinate dehydrogenase / fumarate reductase, subunit D
K18861	K18861	4-hydroxybutyrate---CoA ligase (AMP-forming) [EC:
K18862	ldrA_B_C_D	small toxic polypeptide LdrA/B/C/D
K18863	rdlA_B_C_D	sRNA antisense regulator of LdrA/B/C/D protein
K18864	sibA	sRNA antisense regulator of IbsA protein
K18865	sibB	sRNA antisense regulator of IbsB protein
K18866	vanXY	zinc D-Ala-D-Ala dipeptidase/carboxypeptidase [EC:
K18867	sibC	sRNA antisense regulator of IbsC protein
K18868	sibD	sRNA antisense regulator of IbsD protein
K18869	sibE	sRNA antisense regulator of IbsE protein
K18870	sokB	sRNA antisense regulator of MokB and HokB protein
K18871	sokC	sRNA antisense regulator of MokC and HokC protein
K18872	ohsC	sRNA antisense regulator of ShoB protein
K18873	PIK1	pathogen-induced protein kinase
K18874	avrRps4	type III effector protein AvrRps4
K18875	EDS1	enhanced disease susceptibility 1 protein
K18876	avrBs3	type III effector protein AvrBs3
K18877	BS3	disease resistance protein
K18878	UPA20	BHLH transcription factor Upa20
K18879	xopD	type III effector protein XopD
K18880	HCD1	very-long-chain (3R)-3-hydroxyacyl-CoA dehydratase [EC:
K18881	DJ1D	D-lactate dehydratase [EC:
K18882	priL, pri2, priB	DNA primase large subunit [EC:2.7.7.-]
K18883	ROMT	tricin synthase [EC:
K18884	FGAMT	4-dimethylallyltryptophan N-methyltransferase [EC:
K18885	GAMT1	gibberellin A9 O-methyltransferase [EC:
K18886	GAMT2	gibberellin A4 carboxyl methyltransferase [EC:
K18887	efrA	ATP-binding cassette, subfamily B, multidrug efflux pump
K18888	efrB	ATP-binding cassette, subfamily B, multidrug efflux pump
K18889	mdlA, smdA	ATP-binding cassette, subfamily B, multidrug efflux pump
K18890	mdlB, smdB	ATP-binding cassette, subfamily B, multidrug efflux pump
K18891	patA, rscA, lmrC, satA	ATP-binding cassette, subfamily B, multidrug efflux pump
K18892	patB, rscB, lmrC, satB	ATP-binding cassette, subfamily B, multidrug efflux pump
K18893	vcaM	ATP-binding cassette, subfamily B, multidrug efflux pump
K18894	K18894	ATP-binding cassette, subfamily B, multidrug efflux pump
K18895	iroC	ATP-binding cassette, subfamily B, salmochelin/enterobactin exporter
K18896	gsmt	glycine/sarcosine N-methyltransferase [EC:
K18897	sdmt	sarcosine/dimethylglycine N-methyltransferase [EC:
K18898	mdtE	membrane fusion protein, multidrug efflux system
K18899	mdtF	multidrug efflux pump
K18900	bpeT	LysR family transcriptional regulator, regulator for bpeEF and oprC
K18901	bpeE	membrane fusion protein, multidrug efflux system
K18902	bpeF	multidrug efflux pump
K18903	oprC, opcM	outer membrane protein, multidrug efflux system
K18904	nodT, ameC	outer membrane protein, multidrug efflux system
K18905	ameR, rmiR	TetR/AcrR family transcriptional regulator, repressor of the ameABC operon
K18906	mgrA	MarR family transcriptional regulator, multiple gene regulator MgrA
K18907	norG	GntR family transcriptional regulator, regulator for abcA and norABC
K18908	mepA	multidrug efflux pump
K18909	mepR	MarR family transcriptional regulator, repressor for mepA
K18910	dpe, lre	D-psicose/D-tagatose/L-ribulose 3-epimerase [EC:
K18911	egtD	L-histidine Nalpha-methyltransferase [EC:
K18912	egtB	gamma-glutamyl hercynylcysteine S-oxide synthase [EC:
K18913	egtE	hercynylcysteine sulfoxide lyase [EC:4.4.1.-]
K18914	FDXR	adrenodoxin-NADP+ reductase [EC:
K18915	feR	ferric-chelate reductase [NAD(P)H] [EC:
K18916	ptxD	phosphonate dehydrogenase [EC:
K18917	mrx1	mycoredoxin [EC:
K18918	relB	RHH-type transcriptional regulator, rel operon repressor / antitoxin RelB
K18919	hokC_D	protein HokC/D
K18920	hokA	protein HokA
K18921	hokB	protein HokB
K18922	hokE	protein HokE
K18923	stbD	antitoxin StbD
K18924	ykkC	paired small multidrug resistance pump
K18925	ykkD	paired small multidrug resistance pump
K18926	lmrB	MFS transporter, DHA2 family, lincomycin resistance protein
K18927	lldR	LysR family transcriptional regulator, L-lactate utilization regulator
